"id","n.scoring","scoring.mix","scoring.delicious","scoring.service","scoring.atom","n.view","n.favorite","n.share","shop.summary"
"581683",2,"40",20,18,5,16444,19,2,"        好芝飯糰是一個有平價、路邊攤、免服務費的中式早餐，網友認為值得推薦的有：甜飯糰、玉米飯團、培根飯糰      "
"978570",2,"45",20,20,20,5727,19,2,"        桃園龜山無名蛋包飯是一個有早餐、中式早餐的中式早餐      "
"1070320",3,"45",20,15,15,3949,9,2,"        填飽胃 蔬食 Veg funky是一個有南屯、銅板美食、台中的西式早餐，網友認為值得推薦的有：切達熔岩薯餅火腿堡、泡菜起士蛋餅、歐姆蛋      "
"1147697",3,"45",15,15,20,6867,9,2,"        濰克早午餐是一個有多人、早午餐、早餐的早午餐      "
"1031816",4,"45",15,15,15,9881,8,2,"        享食光是一個有竹北、新竹、吐司的西式早餐，網友認為值得推薦的有：日式燒肉三明治、鳳梨冰茶      "
"1048270",3,"45",18,18,15,5195,8,2,"        嚇一跳早餐是一個有大東、高雄早餐、高牧奶茶的其他類型早餐，網友認為值得推薦的有：牛肉堡、嚇一跳蛋餅、高牧奶茶      "
"926410",2,"40",13,13,15,8093,18,2,"        Amigo‧輕食是一個有AMIGO輕食、雲林、早午餐的其他類型早餐，網友認為值得推薦的有：雲林肉吐司      "
"1007738",4,"45",20,20,20,8794,8,2,"        漫時光是一個有屏東、早午餐、咖哩飯的西式早餐，網友認為值得推薦的有：美式起司牛肉漢堡拼盤、和風咖哩拼盤      "
"992648",3,"40",10,10,10,11821,18,2,"        奇想早午餐是一個有免服務費、捷運、早午餐的西式早餐，網友認為值得推薦的有：紅茶、起司檸檬雞肉帕尼尼、脆薯      "
"470424",6,"40",13,12,9,25702,17,2,"        呷尚寶早餐店是一個有呷尚寶、早餐、鐵板麵的中式早餐，網友認為值得推薦的有：塔塔蔬菜捲餅、中杯奶茶、鮮蝦漢堡加蛋、火腿蛋餅、鐵板麵      "
"134507",2,"45",20,20,20,11311,17,2,"        京畝豆漿店是一個有平價、免服務費、吃吃喝喝的中式早餐，網友認為值得推薦的有：水煎餃、蔬菜蛋餅、中南海蛋餅、豆漿、三明治      "
"1032708",2,"45",15,15,15,6405,17,2,"        老王豆漿店是一個有中式早餐、早餐的中式早餐，網友認為值得推薦的有：中式早餐      "
"1043430",4,"45",15,15,15,5917,16,2,"        添財號是一個有三峽、北大、碳烤三明治的中式早餐，網友認為值得推薦的有：炸豬蛋三明治、燒肉蛋三明治、紅茶牛奶      "
"1051132",39,"45",17,17,18,6656571,255,20,"        Right Caf'e X 對了 出發是一個有台中早午餐、早午餐、文創設計的早午餐，網友認為值得推薦的有：英式脆皮吐司、香蕉Wendy派、靜岡小丸子抹茶、黑糖咖啡、桃樂絲乳酪      "
"1021328",2,"45",18,18,18,5961,6,2,"        九鬼咖啡烘焙是一個有九鬼咖啡烘焙、西瓜蛋糕、桃園西瓜蛋糕的其他類型早餐，網友認為值得推薦的有：西瓜蛋糕      "
"1021494",3,"45",17,17,17,5629,6,2,"        及第家手作早午餐 (鳥松店)是一個有鳥松店、早餐、及第家早午餐的西式早餐，網友認為值得推薦的有：日式唐揚雞拼盤、香草嫩雞拼盤、三杯雞漢堡、塔香燒肉蛋餅      "
"1013688",2,"45",20,10,15,11809,16,2,"        HOOD是一個有台南早午餐、台南女中、古早味紅茶的西式早餐      "
"1066950",2,"40",15,15,15,3435,16,2,"        賴媽媽早餐店是一個有銅板美食、蛋餅、頂溪捷運站的中式早餐，網友認為值得推薦的有：蛋餅、小籠包      "
"583271",4,"40",17,20,9,16466,15,2,"        古早味阿嬤ㄟ粥是一個有平價、古早味、古亭站的中式早餐，網友認為值得推薦的有：古早味粥      "
"655098",3,"45",15,13,13,18564,5,2,"        早安廚房是一個有早餐、其他類型早餐的其他類型早餐      "
"606000",2,"45",15,15,18,13917,5,2,"        元之氣是一個有吃吃喝喝、早餐、西式早餐的西式早餐      "
"1047888",2,"45",20,15,15,2721,5,2,"        漫典咖啡輕食早午餐是一個有x74公路美食、台中美食、x家庭聚餐的西式早餐，網友認為值得推薦的有：x74公路美食、台中美食、x家庭聚餐、x咖啡、x      "
"939252",6,"40",18,18,10,9680,15,2,"        小鎮湯包是一個有湯包、早餐、中式早餐的中式早餐，網友認為值得推薦的有：湯包      "
"931264",6,"40",13,13,10,23859,25,2,"        老車。食物所 早午餐是一個有平價、廟東夜市、推薦的西式早餐，網友認為值得推薦的有：特製吐司      "
"1016542",2,"45",15,15,15,6710,15,2,"        板烤堂吐司烤物是一個有台南早午餐、板烤堂、木耳露的其他類型早餐      "
"1049418",2,"45",15,15,15,4139,5,2,"        原物早午餐是一個有Food、原物Original、早午餐的西式早餐，網友認為值得推薦的有：松板豬、烤鮭魚起司歐姆蛋、紅茶拿鐵、麻油麵線煎      "
"41558",2,"45",20,18,15,17424,4,2,"        Laya Burger Cafe以美式餐點為主，提供多汁美味的美式漢堡、道地Q勁十足的紐約貝果、料多實在的潛艇堡、豐富變化的香酥美式蛋捲餅，以及使用頂級圖貝塔咖啡豆的研磨咖啡。      "
"998476",7,"40",13,10,10,6160,24,2,"        Mr. Lin's Sandwich是一個有中山區、平價、晴光商圈的西式早餐，網友認為值得推薦的有：豬排蓋飯、法式豬排      "
"924820",2,"45",15,15,15,9855,14,2,"        幸福日光是一個有早午餐、班尼迪克蛋、幸福日光的其他類型早餐，網友認為值得推薦的有：香煎雞腿佛卡夏三明治      "
"1210649",4,"45",20,20,15,809710,4,1,"        基隆的暖心早餐。多雨的海港城市。一塊餅一碗熱湯。是雨都獨特的早餐組合。蔥香四溢的餅。串起世代基隆人的記憶滿滿青蔥揉入手工溫度的麵團。先煎後烤不油不膩。留下酥脆與滿口餘香。老父親的傳承手藝。充滿回憶與溫暖的早點。請您細細品嘗      "
"1014390",5,"40",11,9,8,5891,14,2,"        好時光Brunch早午餐是一個有高雄、蛋餅、巨蛋的西式早餐      "
"575760",3,"45",15,17,15,16482,3,2,"        鴻心堡 (清水店)是一個有平價、早午餐、早餐的其他類型早餐，網友認為值得推薦的有：烤抹茶薄片土司、玉米蛋包飯      "
"1043894",2,"45",18,18,10,7069,3,2,"        亞米香蛋餅屋是一個有淡江大學、淡水、早餐的中式早餐，網友認為值得推薦的有：酥皮蛋餅起司      "
"1026272",2,"45",20,15,13,2876,3,2,"        金捷發煎盤粿是一個有米粿做的金捷發煎盤粿、雲遊山水、金捷發煎盤粿的中式早餐，網友認為值得推薦的有：煎盤粿      "
"957120",2,"45",20,18,18,3852,3,2,"        Isaac toast <U+C774><U+C0AD><U+D1A0><U+C2A4><U+D2B8>梨大店 (梨大店)是一個有果汁、韓國、Isaac的其他類型早餐，網友認為值得推薦的有：果汁、吐司、三明治      "
"1025662",4,"40",18,18,15,9931,13,2,"        朝司暮想是一個有早餐、其他類型早餐的其他類型早餐      "
"1056408",3,"40",10,20,10,7289,23,2,"        Humble beginnings cafe是一個有朋友聚餐、下午茶、早午餐的西式早餐，網友認為值得推薦的有：炙燒牛肉飯、庫克先生黃金蛋      "
"1217447",2,"45",20,20,20,1905,3,2,"        好遞食肉蛋炭烤三明治 (民生貳號店)是一個有外送、早餐、民生東路的中式早餐，網友認為值得推薦的有：紅茶牛奶、豬排滿福總匯、鮮奶茶、波特多豬排、牛肉起司蛋餅      "
"105483",3,"40",15,18,15,51174,12,2,"        佳佳早午餐是一個有平價、可帶寵物、免服務費的西式早餐，網友認為值得推薦的有：特製三明治、今日特餐      "
"597232",7,"45",17,15,13,28384,12,2,"        白鳥餐點飲料連鎖店是一個有早餐、其他類型早餐的其他類型早餐，網友認為值得推薦的有：鍋燒意麵、關東煮、炒飯、肉燥飯      "
"1043858",2,"45",18,15,15,3178,2,2,"        艾薇塔二號店是一個有親子餐廳、台東早午餐、早餐的西式早餐，網友認為值得推薦的有：冰火波蘿、法式吐司      "
"968054",4,"45",14,19,17,7991,2,2,"        歐兔咖啡館是一個有早餐、西式早餐的西式早餐，網友認為值得推薦的有：美式套餐、日式套餐、德式套餐      "
"964456",2,"45",15,20,15,7845,2,2,"        活力飽早午餐是一個有平價、推薦、便宜的其他類型早餐      "
"1058066",4,"45",20,20,15,1907,12,2,"        隱巷In shine是一個有早午餐、早餐、西式早餐的西式早餐，網友認為值得推薦的有：紐澳良鮮蝦吐司盒子、法式熱三明治、義大利茄汁肉醬麵、椰香南洋咖哩雞飯、隱巷奶茶      "
"1050224",2,"45",15,15,13,4274,2,2,"        早安二街坊是一個有早餐、西式早餐的西式早餐      "
"1077420",23,"45",16,17,16,805230,23,19,"        點匠輕鬆小品是一個有點匠輕鬆小品、寵物友善餐廳、蔬食的其他類型早餐，網友認為值得推薦的有：松露野菇燉飯、特選沙拉、南瓜濃湯、松子青醬義大利麵、椒鹽杏鮑菇      "
"1105328",3,"40",14,14,17,4795,13,2,"        鐵鍋叔叔是一個有法式吐司、板橋人氣早午餐、鐵鍋叔叔早午餐的西式早餐，網友認為值得推薦的有：紅茶牛乳      "
"1206347",3,"45",20,20,20,1624,1,2,"        柒五參咖啡館753 Cafe是一個有免服務費、高雄、餐酒館的西式早餐，網友認為值得推薦的有：歐密麻香蒜炒野菇沙拉佐巴薩米可油醋、柒五參黑糖歐蕾、墨西哥香料雞肉薄餅、日式照燒香料松阪豬、拿鐵      "
"1155299",3,"45",20,20,20,2265,1,2,"        原味輕食早午餐是一個有三民區、原味輕食、早午餐的早午餐，網友認為值得推薦的有：一日之計好食拼盤、炙燒海鹽牛排貝果貝果、蜜蘋好呷餅、泰酸辣雞柳條煤炭球堡堡、九層塔培根好呷餅      "
"1232801",2,"45",15,20,15,1090,1,2,"        咱們三。Brunch & Spaghetti是一個有菜寮站、三重美食、義大利麵的早午餐，網友認為值得推薦的有：烤土司、玫瑰紅茶拿鐵、匈牙利國王雞腿、蕃茄羅勒鮮蝦麵      "
"612462",15,"45",17,15,17,10596,1,2,"        瑞麟美而美 (三陽店)是一個有漢堡、咖啡、焗烤的西式早餐，網友認為值得推薦的有：起司蛋可頌、義大利肉麵、培根火腿芝士堡、蘑菇麵      "
"568340",2,"45",18,15,13,18938,1,2,"        呷尚寶早餐店是一個有平價、早餐、西式早餐的西式早餐，網友認為值得推薦的有：肉鬆蛋吐司、御膳豬排蛋堡      "
"951258",2,"45",15,15,15,8096,1,2,"        麥味登 Cafe&Brunch (林口四維店)是一個有麥味登、連鎖、新北市的西式早餐，網友認為值得推薦的有：蘿蔔糕、薯餅      "
"1056148",2,"45",20,20,15,8400,1,2,"        陸橋豆漿是一個有陸橋豆漿、屏東市民族路、屏東美食的西式早餐，網友認為值得推薦的有：鍋燒意麵、烤肉蛋餅、關東煮      "
"1124813",3,"45",20,18,13,3189,1,2,"        王家燒餅店是一個有中式、早餐、王家燒餅的中式早餐，網友認為值得推薦的有：玉米起司烤餅、饅頭夾蛋菜、火腿芝士蛋餅      "
"93038",3,"40",17,15,12,22783,10,2,"        連記永和豆漿大王是一個有吃吃喝喝、四號公園、平價的中式早餐，網友認為值得推薦的有：蛋餅、燒餅油條、豆漿、山東大餅、各式燒餅      "
"463218",5,"40",17,14,13,28098,10,2,"        傑克漢堡是一個有免服務費、吃吃喝喝、單點式的西式早餐，網友認為值得推薦的有：傑克沙拉堡套餐、小傑克套餐、沙茶肉燥麵      "
"622416",2,"40",15,10,10,11344,20,2,"        北方早點是一個有彰化美食、早餐、中式早餐的中式早餐，網友認為值得推薦的有：燒餅油條、米漿      "
"911484",2,"45",20,15,15,3424,0,2,"        Three Bags Full是一個有早餐、西式早餐的西式早餐      "
"1063166",3,"40",15,15,13,4794,10,2,"        大衛炭烤土司是一個有通化夜市、碳烤土司、大份量的其他類型早餐，網友認為值得推薦的有：經典總匯套餐      "
"958596",3,"40",13,10,10,5829,20,2,"        無名早餐店是一個有煎餃、蛋餅、台南早餐的西式早餐      "
"1045288",3,"00",0,0,0,5938694,3,NA,"        台灣品項千變萬化，市場成熟且豐富，選擇性多元化，幸福滿分的消費者更加挑剔，普遍民眾吃了各式各樣的早餐，始終還是覺得傳統食材較對味，它不僅是懷念的味道，就是這樣的定案。      "
"958596",3,"40",13,10,10,5829,20,2,"        無名早餐店是一個有煎餃、蛋餅、台南早餐的西式早餐      "
"974538",6,"40",13,10,8,10854,20,2,"        美紅豆漿是一個有早餐、中式早餐的中式早餐，網友認為值得推薦的有：早餐      "
"116990",6,"45",15,13,12,16578,9,2,"        亞美豆漿大王是一個有早餐、中式早餐的中式早餐      "
"581551",4,"40",15,14,14,8369,9,2,"        香草綠早餐店是一個有西式早餐、北投美食、平價美食的其他類型早餐，網友認為值得推薦的有：無糖豆漿、美味輕食組合套餐、燒肉堡      "
"952342",3,"40",15,15,10,9985,19,2,"        內湖路二段無名早餐是一個有內湖捷運站、無名早餐、內湖路二段的中式早餐，網友認為值得推薦的有：米腸、飯團、飯糰加蛋      "
"934840",4,"45",20,15,10,10187,9,2,"        紫米飯糰是一個有大雅美食、飯糰、炒冬粉的中式早餐，網友認為值得推薦的有：紫米飯糰、紫米鮪魚飯糰、炒冬粉      "
"1119254",5,"45",15,15,15,3363,10,2,"        多一點咖啡館 (台南成大館 品牌特許授權店)是一個有美食、早餐、早午餐的早午餐      "
"1231211",2,"45",18,18,18,1373,10,2,"        等等wei wei是一個有蛋餅、販賣機、等等的西式早餐      "
"131545",3,"45",15,15,15,8726,8,2,"        柯家早點台東寶桑蘿蔔糕是一個有早餐、中式早餐的中式早餐      "
"493194",3,"40",13,10,15,15889,18,2,"        幸福早餐店是一個有平價、巷弄隱密、早午餐的西式早餐，網友認為值得推薦的有：薏仁燕麥漿、芋頭蛋餅      "
"1118654",3,"40",10,15,13,10492,16,2,"        OT蛋餅是一個有OT蛋餅、台中早餐、蛋餅的西式早餐      "
"618100",3,"40",10,10,10,774773,17,2,"        鄰近駁二特區,位於鹽埕埔捷運站2號出口的BeO2 cafe,堅持使用手工新鮮食材,不假他人之手,不使用調理包.不加味精等原則,提供您最美味的早午餐.咖啡.輕食.私房料理,店內備有免費無線網路喔!不論您是來駁二看展覽,還是到古色古香的鹽埕走走,享受藝文氣氛,BeO2都是您休息.談天說地.享受美食的好所在!      "
